d,sales,day,date,weekday,wday,month,year,event_label,event_type_1,snap_total,roll_7,roll_28
d_1439,32682,1439,2015-01-06,Tuesday,4,1,2015,,,3,35377.142857142855,32484.321428571428
d_1440,29165,1440,2015-01-07,Wednesday,5,1,2015,OrthodoxChristmas,Religious,2,34765.0,32386.714285714286
d_1441,29029,1441,2015-01-08,Thursday,6,1,2015,,,2,35133.142857142855,32490.785714285714
d_1442,34385,1442,2015-01-09,Friday,7,1,2015,,,3,34383.42857142857,32522.321428571428
d_1443,43946,1443,2015-01-10,Saturday,1,1,2015,,,1,34792.142857142855,32661.964285714286
d_1444,45066,1444,2015-01-11,Sunday,2,1,2015,,,2,35566.28571428572,32771.25
d_1445,35574,1445,2015-01-12,Monday,3,1,2015,,,2,35692.42857142857,32822.92857142857
d_1446,30324,1446,2015-01-13,Tuesday,4,1,2015,,,1,35355.57142857143,32836.78571428572
d_1447,31059,1447,2015-01-14,Wednesday,5,1,2015,,,1,35626.142857142855,32869.17857142857
d_1448,33063,1448,2015-01-15,Thursday,6,1,2015,,,2,36202.42857142857,32894.03571428572
d_1449,34889,1449,2015-01-16,Friday,7,1,2015,,,0,36274.42857142857,33074.57142857143
d_1450,45169,1450,2015-01-17,Saturday,1,1,2015,,,0,36449.142857142855,33315.57142857143
d_1451,40724,1451,2015-01-18,Sunday,2,1,2015,,,0,35828.857142857145,33395.42857142857
d_1452,34412,1452,2015-01-19,Monday,3,1,2015,MartinLutherKingDay,National,0,35662.857142857145,33419.57142857143
d_1453,28363,1453,2015-01-20,Tuesday,4,1,2015,,,0,35382.71428571428,33187.46428571428
d_1454,28109,1454,2015-01-21,Wednesday,5,1,2015,,,0,34961.28571428572,33133.607142857145
d_1455,25795,1455,2015-01-22,Thursday,6,1,2015,,,0,33923.0,34054.142857142855
d_1456,32221,1456,2015-01-23,Friday,7,1,2015,,,0,33541.857142857145,34029.57142857143
d_1457,42181,1457,2015-01-24,Saturday,1,1,2015,,,0,33115.0,34371.96428571428
d_1458,42623,1458,2015-01-25,Sunday,2,1,2015,,,0,33386.28571428572,34755.142857142855
d_1459,30358,1459,2015-01-26,Monday,3,1,2015,,,0,32807.142857142855,34768.28571428572
d_1460,27873,1460,2015-01-27,Tuesday,4,1,2015,,,0,32737.14285714286,34713.142857142855
d_1461,28104,1461,2015-01-28,Wednesday,5,1,2015,,,0,32736.428571428572,34522.21428571428
d_1462,28225,1462,2015-01-29,Thursday,6,1,2015,,,0,33083.57142857143,34585.53571428572
d_1463,37440,1463,2015-01-30,Friday,7,1,2015,,,0,33829.142857142855,34507.21428571428
d_1464,50828,1464,2015-01-31,Saturday,1,1,2015,,,0,35064.42857142857,34855.17857142857
d_1465,40385,1465,2015-02-01,Sunday,2,2,2015,SuperBowl,Sporting,2,34744.71428571428,34881.53571428572
d_1466,35006,1466,2015-02-02,Monday,3,2,2015,,,2,35408.71428571428,34892.78571428572
d_1467,37405,1467,2015-02-03,Tuesday,4,2,2015,,,3,36770.42857142857,35061.46428571428
d_1468,33992,1468,2015-02-04,Wednesday,5,2,2015,,,1,37611.57142857143,35233.857142857145
d_1469,34647,1469,2015-02-05,Thursday,6,2,2015,,,3,38529.0,35434.5
d_1470,36809,1470,2015-02-06,Friday,7,2,2015,,,3,38438.857142857145,35521.07142857143
d_1471,50836,1471,2015-02-07,Saturday,1,2,2015,,,2,38440.0,35767.142857142855
d_1472,49719,1472,2015-02-08,Sunday,2,2,2015,,,2,39773.42857142857,35933.32142857143
d_1473,39170,1473,2015-02-09,Monday,3,2,2015,,,3,40368.28571428572,36061.75
d_1474,35464,1474,2015-02-10,Tuesday,4,2,2015,,,1,40091.0,36245.32142857143
d_1475,35701,1475,2015-02-11,Wednesday,5,2,2015,,,2,40335.142857142855,36411.107142857145
d_1476,38570,1476,2015-02-12,Thursday,6,2,2015,,,2,40895.57142857143,36607.78571428572
d_1477,36936,1477,2015-02-13,Friday,7,2,2015,,,1,40913.71428571428,36680.892857142855
d_1478,41614,1478,2015-02-14,Saturday,1,2,2015,ValentinesDay,Cultural,1,39596.28571428572,36553.92857142857
d_1479,44007,1479,2015-02-15,Sunday,2,2,2015,,,2,38780.28571428572,36671.17857142857
d_1480,37147,1480,2015-02-16,Monday,3,2,2015,PresidentsDay,National,0,38491.28571428572,36768.857142857145
d_1481,30697,1481,2015-02-17,Tuesday,4,2,2015,,,0,37810.28571428572,36852.21428571428
d_1482,28505,1482,2015-02-18,Wednesday,5,2,2015,LentStart,Religious,0,36782.28571428572,36866.357142857145
d_1483,28808,1483,2015-02-19,Thursday,6,2,2015,,,0,35387.71428571428,36973.96428571428
d_1484,33119,1484,2015-02-20,Friday,7,2,2015,,,0,34842.42857142857,37006.03571428572
d_1485,42109,1485,2015-02-21,Saturday,1,2,2015,,,0,34913.142857142855,37003.46428571428
d_1486,43759,1486,2015-02-22,Sunday,2,2,2015,,,0,34877.71428571428,37044.03571428572
d_1487,31522,1487,2015-02-23,Monday,3,2,2015,,,0,34074.142857142855,37085.607142857145
d_1488,29780,1488,2015-02-24,Tuesday,4,2,2015,,,0,33943.142857142855,37153.71428571428
d_1489,29227,1489,2015-02-25,Wednesday,5,2,2015,LentWeek2,Religious,0,34046.28571428572,37193.82142857143
d_1490,29223,1490,2015-02-26,Thursday,6,2,2015,,,0,34105.57142857143,37229.46428571428
d_1491,33566,1491,2015-02-27,Friday,7,2,2015,,,0,34169.42857142857,37091.107142857145
d_1492,44154,1492,2015-02-28,Saturday,1,2,2015,,,0,34461.57142857143,36852.75
d_1493,45186,1493,2015-03-01,Sunday,2,3,2015,,,2,34665.42857142857,37024.21428571428
d_1494,35398,1494,2015-03-02,Monday,3,3,2015,,,2,35219.142857142855,37038.21428571428
d_1495,34387,1495,2015-03-03,Tuesday,4,3,2015,,,3,35877.28571428572,36930.42857142857
d_1496,31774,1496,2015-03-04,Wednesday,5,3,2015,,,1,36241.142857142855,36851.21428571428
d_1497,32819,1497,2015-03-05,Thursday,6,3,2015,Purim End,Religious,3,36754.857142857145,36785.92857142857
d_1498,35937,1498,2015-03-06,Friday,7,3,2015,,,3,37093.57142857143,36754.78571428572
d_1499,44229,1499,2015-03-07,Saturday,1,3,2015,,,2,37104.28571428572,36518.82142857143
d_1500,47379,1500,2015-03-08,Sunday,2,3,2015,,,2,37417.57142857143,36435.25
d_1501,36020,1501,2015-03-09,Monday,3,3,2015,,,3,37506.42857142857,36322.75
d_1502,33597,1502,2015-03-10,Tuesday,4,3,2015,,,1,37393.57142857143,36256.07142857143
d_1503,32891,1503,2015-03-11,Wednesday,5,3,2015,,,2,37553.142857142855,36155.71428571428
d_1504,34391,1504,2015-03-12,Thursday,6,3,2015,,,2,37777.71428571428,36006.46428571428
d_1505,36623,1505,2015-03-13,Friday,7,3,2015,,,1,37875.71428571428,35995.28571428572
d_1506,44471,1506,2015-03-14,Saturday,1,3,2015,,,1,37910.28571428572,36097.32142857143
d_1507,48827,1507,2015-03-15,Sunday,2,3,2015,,,2,38117.142857142855,36269.46428571428
d_1508,35495,1508,2015-03-16,Monday,3,3,2015,,,0,38042.142857142855,36210.46428571428
d_1509,31412,1509,2015-03-17,Tuesday,4,3,2015,StPatricksDay,Cultural,0,37730.0,36236.0
d_1510,29947,1510,2015-03-18,Wednesday,5,3,2015,,,0,37309.42857142857,36287.5
d_1511,29369,1511,2015-03-19,Thursday,6,3,2015,,,0,36592.0,36307.53571428572
d_1512,32999,1512,2015-03-20,Friday,7,3,2015,,,0,36074.28571428572,36303.25
d_1513,41982,1513,2015-03-21,Saturday,1,3,2015,,,0,35718.71428571428,36298.71428571428
d_1514,44014,1514,2015-03-22,Sunday,2,3,2015,,,0,35031.142857142855,36307.82142857143
d_1515,32338,1515,2015-03-23,Monday,3,3,2015,,,0,34580.142857142855,36336.96428571428
d_1516,26841,1516,2015-03-24,Tuesday,4,3,2015,,,0,33927.142857142855,36232.0
d_1517,31995,1517,2015-03-25,Wednesday,5,3,2015,,,0,34219.71428571428,36330.857142857145
d_1518,29902,1518,2015-03-26,Thursday,6,3,2015,,,0,34295.857142857145,36355.107142857145
d_1519,32535,1519,2015-03-27,Friday,7,3,2015,,,0,34229.57142857143,36318.28571428572
d_1520,41531,1520,2015-03-28,Saturday,1,3,2015,,,0,34165.142857142855,36224.607142857145
d_1521,42583,1521,2015-03-29,Sunday,2,3,2015,,,0,33960.71428571428,36131.642857142855
d_1522,31899,1522,2015-03-30,Monday,3,3,2015,,,0,33898.0,36006.67857142857
d_1523,30956,1523,2015-03-31,Tuesday,4,3,2015,,,0,34485.857142857145,35884.142857142855
d_1524,35060,1524,2015-04-01,Wednesday,5,4,2015,,,2,34923.71428571428,36001.5
d_1525,33817,1525,2015-04-02,Thursday,6,4,2015,,,2,35483.0,36037.142857142855
d_1526,44108,1526,2015-04-03,Friday,7,4,2015,,,3,37136.28571428572,36328.96428571428
d_1527,48419,1527,2015-04-04,Saturday,1,4,2015,,,1,38120.28571428572,36478.607142857145
d_1528,41636,1528,2015-04-05,Sunday,2,4,2015,Easter,Cultural,3,37985.0,36273.5
d_1529,36215,1529,2015-04-06,Monday,3,4,2015,,,3,38601.57142857143,36280.46428571428
d_1530,33911,1530,2015-04-07,Tuesday,4,4,2015,,,2,39023.71428571428,36291.67857142857
d_1531,34149,1531,2015-04-08,Wednesday,5,4,2015,,,2,38893.57142857143,36336.607142857145
d_1532,34437,1532,2015-04-09,Thursday,6,4,2015,,,3,38982.142857142855,36338.25
d_1533,36853,1533,2015-04-10,Friday,7,4,2015,,,1,37945.71428571428,36346.46428571428
d_1534,45272,1534,2015-04-11,Saturday,1,4,2015,Pesach End,Religious,2,37496.142857142855,36375.07142857143
d_1535,47180,1535,2015-04-12,Sunday,2,4,2015,OrthodoxEaster,Religious,2,38288.142857142855,36316.25
d_1536,34494,1536,2015-04-13,Monday,3,4,2015,,,1,38042.28571428572,36280.5
d_1537,33597,1537,2015-04-14,Tuesday,4,4,2015,,,1,37997.42857142857,36358.53571428572
d_1538,34690,1538,2015-04-15,Wednesday,5,4,2015,,,2,38074.71428571428,36527.92857142857
d_1539,31431,1539,2015-04-16,Thursday,6,4,2015,,,0,37645.28571428572,36601.57142857143
d_1540,33059,1540,2015-04-17,Friday,7,4,2015,,,0,37103.28571428572,36603.71428571428
d_1541,42516,1541,2015-04-18,Saturday,1,4,2015,,,0,36709.57142857143,36622.78571428572
d_1542,44359,1542,2015-04-19,Sunday,2,4,2015,,,0,36306.57142857143,36635.107142857145
d_1543,33118,1543,2015-04-20,Monday,3,4,2015,,,0,36110.0,36662.96428571428
d_1544,30227,1544,2015-04-21,Tuesday,4,4,2015,,,0,35628.57142857143,36783.892857142855
d_1545,30382,1545,2015-04-22,Wednesday,5,4,2015,,,0,35013.142857142855,36726.28571428572
d_1546,30658,1546,2015-04-23,Thursday,6,4,2015,,,0,34902.71428571428,36753.28571428572
d_1547,34423,1547,2015-04-24,Friday,7,4,2015,,,0,35097.57142857143,36820.71428571428
d_1548,43598,1548,2015-04-25,Saturday,1,4,2015,,,0,35252.142857142855,36894.53571428572
d_1549,43406,1549,2015-04-26,Sunday,2,4,2015,,,0,35116.0,36923.92857142857
d_1550,33444,1550,2015-04-27,Monday,3,4,2015,,,0,35162.57142857143,36979.107142857145
d_1551,29750,1551,2015-04-28,Tuesday,4,4,2015,,,0,35094.42857142857,36936.03571428572
d_1552,28667,1552,2015-04-29,Wednesday,5,4,2015,,,0,34849.42857142857,36707.71428571428
d_1553,30553,1553,2015-04-30,Thursday,6,4,2015,,,0,34834.42857142857,36591.142857142855
d_1554,40976,1554,2015-05-01,Friday,7,5,2015,,,2,35770.57142857143,36479.28571428572
d_1555,47052,1555,2015-05-02,Saturday,1,5,2015,,,2,36264.0,36430.46428571428
d_1556,49102,1556,2015-05-03,Sunday,2,5,2015,,,3,37077.71428571428,36697.107142857145
d_1557,38169,1557,2015-05-04,Monday,3,5,2015,,,1,37752.71428571428,36766.892857142855
d_1558,35089,1558,2015-05-05,Tuesday,4,5,2015,Cinco De Mayo,Cultural,3,38515.42857142857,36808.96428571428
d_1559,35296,1559,2015-05-06,Wednesday,5,5,2015,,,3,39462.42857142857,36849.92857142857
d_1560,33321,1560,2015-05-07,Thursday,6,5,2015,,,2,39857.857142857145,36810.07142857143
d_1561,37424,1561,2015-05-08,Friday,7,5,2015,,,2,39350.42857142857,36830.46428571428
d_1562,47269,1562,2015-05-09,Saturday,1,5,2015,,,3,39381.42857142857,36901.78571428572
d_1563,38030,1563,2015-05-10,Sunday,2,5,2015,Mother's day,Cultural,1,37799.71428571428,36575.0
d_1564,37192,1564,2015-05-11,Monday,3,5,2015,,,2,37660.142857142855,36671.357142857145
d_1565,35033,1565,2015-05-12,Tuesday,4,5,2015,,,2,37652.142857142855,36722.642857142855
d_1566,33685,1566,2015-05-13,Wednesday,5,5,2015,,,1,37422.0,36686.75
d_1567,32054,1567,2015-05-14,Thursday,6,5,2015,,,1,37241.0,36709.0
d_1568,37764,1568,2015-05-15,Friday,7,5,2015,,,2,37289.57142857143,36877.03571428572
d_1569,44336,1569,2015-05-16,Saturday,1,5,2015,,,0,36870.57142857143,36942.03571428572
d_1570,44493,1570,2015-05-17,Sunday,2,5,2015,,,0,37793.857142857145,36946.82142857143
d_1571,34296,1571,2015-05-18,Monday,3,5,2015,,,0,37380.142857142855,36988.892857142855
d_1572,30671,1572,2015-05-19,Tuesday,4,5,2015,,,0,36757.0,37004.75
d_1573,31158,1573,2015-05-20,Wednesday,5,5,2015,,,0,36396.0,37032.46428571428
d_1574,30601,1574,2015-05-21,Thursday,6,5,2015,,,0,36188.42857142857,37030.42857142857
d_1575,36267,1575,2015-05-22,Friday,7,5,2015,,,0,35974.57142857143,37096.28571428572
d_1576,39975,1576,2015-05-23,Saturday,1,5,2015,,,0,35351.57142857143,36966.892857142855
d_1577,37426,1577,2015-05-24,Sunday,2,5,2015,,,0,34342.0,36753.32142857143
d_1578,37817,1578,2015-05-25,Monday,3,5,2015,MemorialDay,National,0,34845.0,36909.5
d_1579,30879,1579,2015-05-26,Tuesday,4,5,2015,,,0,34874.71428571428,36949.82142857143
d_1580,30097,1580,2015-05-27,Wednesday,5,5,2015,,,0,34723.142857142855,37000.892857142855
d_1581,30216,1581,2015-05-28,Thursday,6,5,2015,,,0,34668.142857142855,36988.857142857145
d_1582,32925,1582,2015-05-29,Friday,7,5,2015,,,0,34190.71428571428,36701.32142857143
d_1583,40938,1583,2015-05-30,Saturday,1,5,2015,,,0,34328.28571428572,36482.96428571428
d_1584,43463,1584,2015-05-31,Sunday,2,5,2015,,,0,35190.71428571428,36281.57142857143
d_1585,38654,1585,2015-06-01,Monday,3,6,2015,,,2,35310.28571428572,36298.892857142855
d_1586,37424,1586,2015-06-02,Tuesday,4,6,2015,,,2,36245.28571428572,36382.28571428572
d_1587,37990,1587,2015-06-03,Wednesday,5,6,2015,,,3,37372.857142857145,36478.5
d_1588,34922,1588,2015-06-04,Thursday,6,6,2015,NBAFinalsStart,Sporting,1,38045.142857142855,36535.67857142857
d_1589,39889,1589,2015-06-05,Friday,7,6,2015,,,3,39040.0,36623.71428571428
d_1590,47507,1590,2015-06-06,Saturday,1,6,2015,,,3,39978.42857142857,36632.21428571428
d_1591,48426,1591,2015-06-07,Sunday,2,6,2015,,,2,40687.42857142857,37003.5
d_1592,39922,1592,2015-06-08,Monday,3,6,2015,,,2,40868.57142857143,37101.0
d_1593,38184,1593,2015-06-09,Tuesday,4,6,2015,,,3,40977.142857142855,37213.53571428572
d_1594,35176,1594,2015-06-10,Wednesday,5,6,2015,,,1,40575.142857142855,37266.78571428572
d_1595,35585,1595,2015-06-11,Thursday,6,6,2015,,,2,40669.857142857145,37392.892857142855
d_1596,40282,1596,2015-06-12,Friday,7,6,2015,,,2,40726.0,37482.82142857143
d_1597,44853,1597,2015-06-13,Saturday,1,6,2015,,,1,40346.857142857145,37501.28571428572
d_1598,48981,1598,2015-06-14,Sunday,2,6,2015,,,1,40426.142857142855,37661.57142857143
d_1599,47580,1599,2015-06-15,Monday,3,6,2015,,,2,41520.142857142855,38136.0
d_1600,31698,1600,2015-06-16,Tuesday,4,6,2015,NBAFinalsEnd,Sporting,0,40593.57142857143,38172.67857142857
d_1601,31478,1601,2015-06-17,Wednesday,5,6,2015,,,0,40065.28571428572,38184.107142857145
d_1602,34425,1602,2015-06-18,Thursday,6,6,2015,Ramadan starts,Religious,0,39899.57142857143,38320.67857142857
d_1603,37829,1603,2015-06-19,Friday,7,6,2015,,,0,39549.142857142855,38376.46428571428
d_1604,44255,1604,2015-06-20,Saturday,1,6,2015,,,0,39463.71428571428,38529.32142857143
d_1605,41413,1605,2015-06-21,Sunday,2,6,2015,Father's day,Cultural,0,38382.57142857143,38671.71428571428
d_1606,34846,1606,2015-06-22,Monday,3,6,2015,,,0,36563.42857142857,38565.607142857145
d_1607,33071,1607,2015-06-23,Tuesday,4,6,2015,,,0,36759.57142857143,38643.892857142855
d_1608,31622,1608,2015-06-24,Wednesday,5,6,2015,,,0,36780.142857142855,38698.357142857145
d_1609,32376,1609,2015-06-25,Thursday,6,6,2015,,,0,36487.42857142857,38775.5
d_1610,35945,1610,2015-06-26,Friday,7,6,2015,,,0,36218.28571428572,38883.357142857145
d_1611,42213,1611,2015-06-27,Saturday,1,6,2015,,,0,35926.57142857143,38928.892857142855
d_1612,42946,1612,2015-06-28,Sunday,2,6,2015,,,0,36145.57142857143,38910.42857142857
d_1613,33928,1613,2015-06-29,Monday,3,6,2015,,,0,36014.42857142857,38741.642857142855
d_1614,32179,1614,2015-06-30,Tuesday,4,6,2015,,,0,35887.0,38554.32142857143
d_1615,38077,1615,2015-07-01,Wednesday,5,7,2015,,,2,36809.142857142855,38557.42857142857
d_1616,41844,1616,2015-07-02,Thursday,6,7,2015,,,2,38161.71428571428,38804.642857142855
d_1617,54154,1617,2015-07-03,Friday,7,7,2015,,,3,40763.0,39314.107142857145
d_1618,37489,1618,2015-07-04,Saturday,1,7,2015,IndependenceDay,National,1,40088.142857142855,38956.32142857143
d_1619,43532,1619,2015-07-05,Sunday,2,7,2015,,,3,40171.857142857145,38781.53571428572
d_1620,41538,1620,2015-07-06,Monday,3,7,2015,,,3,41259.0,38839.25
d_1621,37355,1621,2015-07-07,Tuesday,4,7,2015,,,2,41998.42857142857,38809.642857142855
d_1622,36049,1622,2015-07-08,Wednesday,5,7,2015,,,2,41708.71428571428,38840.82142857143
d_1623,38210,1623,2015-07-09,Thursday,6,7,2015,,,3,41189.57142857143,38934.57142857143
d_1624,39895,1624,2015-07-10,Friday,7,7,2015,,,1,39152.57142857143,38920.75
d_1625,47405,1625,2015-07-11,Saturday,1,7,2015,,,2,40569.142857142855,39011.892857142855
d_1626,49594,1626,2015-07-12,Sunday,2,7,2015,,,2,41435.142857142855,39033.78571428572
d_1627,39058,1627,2015-07-13,Monday,3,7,2015,,,1,41080.857142857145,38729.42857142857
d_1628,36831,1628,2015-07-14,Tuesday,4,7,2015,,,1,41006.0,38912.75
d_1629,38095,1629,2015-07-15,Wednesday,5,7,2015,,,2,41298.28571428572,39149.07142857143
d_1630,37478,1630,2015-07-16,Thursday,6,7,2015,,,0,41193.71428571428,39258.107142857145
d_1631,41847,1631,2015-07-17,Friday,7,7,2015,,,0,41472.57142857143,39401.607142857145
d_1632,45660,1632,2015-07-18,Saturday,1,7,2015,Eid al-Fitr,Religious,0,41223.28571428572,39451.78571428572
d_1633,47784,1633,2015-07-19,Sunday,2,7,2015,,,0,40964.71428571428,39679.32142857143
d_1634,37547,1634,2015-07-20,Monday,3,7,2015,,,0,40748.857142857145,39775.78571428572
d_1635,34138,1635,2015-07-21,Tuesday,4,7,2015,,,0,40364.142857142855,39813.892857142855
d_1636,33376,1636,2015-07-22,Wednesday,5,7,2015,,,0,39690.0,39876.53571428572
d_1637,34195,1637,2015-07-23,Thursday,6,7,2015,,,0,39221.0,39941.5
d_1638,38441,1638,2015-07-24,Friday,7,7,2015,,,0,38734.42857142857,40030.642857142855
d_1639,42624,1639,2015-07-25,Saturday,1,7,2015,,,0,38300.71428571428,40045.32142857143
d_1640,44192,1640,2015-07-26,Sunday,2,7,2015,,,0,37787.57142857143,40089.82142857143
d_1641,36126,1641,2015-07-27,Monday,3,7,2015,,,0,37584.57142857143,40168.32142857143
d_1642,32955,1642,2015-07-28,Tuesday,4,7,2015,,,0,37415.57142857143,40196.03571428572
d_1643,31593,1643,2015-07-29,Wednesday,5,7,2015,,,0,37160.857142857145,39964.46428571428
d_1644,33587,1644,2015-07-30,Thursday,6,7,2015,,,0,37074.0,39669.57142857143
d_1645,41478,1645,2015-07-31,Friday,7,7,2015,,,0,37507.857142857145,39216.857142857145
d_1646,49150,1646,2015-08-01,Saturday,1,8,2015,,,2,38440.142857142855,39633.32142857143
d_1647,51541,1647,2015-08-02,Sunday,2,8,2015,,,2,39490.0,39919.357142857145
d_1648,45257,1648,2015-08-03,Monday,3,8,2015,,,3,40794.42857142857,40052.17857142857
d_1649,37658,1649,2015-08-04,Tuesday,4,8,2015,,,1,41466.28571428572,40063.0
d_1650,38279,1650,2015-08-05,Wednesday,5,8,2015,,,3,42421.42857142857,40142.642857142855
d_1651,37798,1651,2015-08-06,Thursday,6,8,2015,,,3,43023.0,40127.92857142857
d_1652,40137,1652,2015-08-07,Friday,7,8,2015,,,2,42831.42857142857,40136.57142857143
d_1653,48104,1653,2015-08-08,Saturday,1,8,2015,,,2,42682.0,40161.53571428572
d_1654,51961,1654,2015-08-09,Sunday,2,8,2015,,,3,42742.0,40246.07142857143
d_1655,38324,1655,2015-08-10,Monday,3,8,2015,,,1,41751.57142857143,40219.857142857145
d_1656,36449,1656,2015-08-11,Tuesday,4,8,2015,,,2,41578.857142857145,40206.21428571428
d_1657,37351,1657,2015-08-12,Wednesday,5,8,2015,,,2,41446.28571428572,40179.642857142855
d_1658,36055,1658,2015-08-13,Thursday,6,8,2015,,,1,41197.28571428572,40128.82142857143
d_1659,40762,1659,2015-08-14,Friday,7,8,2015,,,1,41286.57142857143,40090.07142857143
d_1660,48436,1660,2015-08-15,Saturday,1,8,2015,,,2,41334.0,40189.21428571428
d_1661,50540,1661,2015-08-16,Sunday,2,8,2015,,,0,41131.0,40287.642857142855
d_1662,39112,1662,2015-08-17,Monday,3,8,2015,,,0,41243.57142857143,40343.53571428572
d_1663,35245,1663,2015-08-18,Tuesday,4,8,2015,,,0,41071.57142857143,40383.07142857143
d_1664,33707,1664,2015-08-19,Wednesday,5,8,2015,,,0,40551.0,40394.892857142855
d_1665,32516,1665,2015-08-20,Thursday,6,8,2015,,,0,40045.42857142857,40334.92857142857
d_1666,36963,1666,2015-08-21,Friday,7,8,2015,,,0,39502.71428571428,40282.142857142855
d_1667,45080,1667,2015-08-22,Saturday,1,8,2015,,,0,39023.28571428572,40369.857142857145
d_1668,47596,1668,2015-08-23,Sunday,2,8,2015,,,0,38602.71428571428,40491.42857142857
d_1669,35093,1669,2015-08-24,Monday,3,8,2015,,,0,38028.57142857143,40454.53571428572
d_1670,31295,1670,2015-08-25,Tuesday,4,8,2015,,,0,37464.28571428572,40395.25
d_1671,31967,1671,2015-08-26,Wednesday,5,8,2015,,,0,37215.71428571428,40408.607142857145
d_1672,32076,1672,2015-08-27,Thursday,6,8,2015,,,0,37152.857142857145,40354.642857142855
d_1673,36251,1673,2015-08-28,Friday,7,8,2015,,,0,37051.142857142855,40167.96428571428
d_1674,45236,1674,2015-08-29,Saturday,1,8,2015,,,0,37073.42857142857,40028.17857142857
d_1675,48517,1675,2015-08-30,Sunday,2,8,2015,,,0,37205.0,39920.17857142857
d_1676,35885,1676,2015-08-31,Monday,3,8,2015,,,0,37318.142857142855,39585.46428571428
d_1677,37955,1677,2015-09-01,Tuesday,4,9,2015,,,2,38269.57142857143,39596.07142857143
d_1678,36590,1678,2015-09-02,Wednesday,5,9,2015,,,2,38930.0,39535.75
d_1679,39619,1679,2015-09-03,Thursday,6,9,2015,,,3,40007.57142857143,39600.78571428572
d_1680,39270,1680,2015-09-04,Friday,7,9,2015,,,1,40438.857142857145,39569.82142857143
d_1681,47487,1681,2015-09-05,Saturday,1,9,2015,,,3,40760.42857142857,39547.78571428572
d_1682,45248,1682,2015-09-06,Sunday,2,9,2015,,,3,40293.42857142857,39308.03571428572
d_1683,45762,1683,2015-09-07,Monday,3,9,2015,LaborDay,National,2,41704.42857142857,39573.67857142857
d_1684,36169,1684,2015-09-08,Tuesday,4,9,2015,,,2,41449.28571428572,39563.67857142857
d_1685,38102,1685,2015-09-09,Wednesday,5,9,2015,,,3,41665.28571428572,39590.5
d_1686,35693,1686,2015-09-10,Thursday,6,9,2015,,,1,41104.42857142857,39577.57142857143
d_1687,40286,1687,2015-09-11,Friday,7,9,2015,,,2,41249.57142857143,39560.57142857143
d_1688,50103,1688,2015-09-12,Saturday,1,9,2015,,,2,41623.28571428572,39620.107142857145
d_1689,51340,1689,2015-09-13,Sunday,2,9,2015,,,1,42493.57142857143,39648.67857142857
d_1690,38071,1690,2015-09-14,Monday,3,9,2015,,,1,41394.857142857145,39611.5
d_1691,37425,1691,2015-09-15,Tuesday,4,9,2015,,,2,41574.28571428572,39689.357142857145
d_1692,33645,1692,2015-09-16,Wednesday,5,9,2015,,,0,40937.57142857143,39687.142857142855
d_1693,33998,1693,2015-09-17,Thursday,6,9,2015,,,0,40695.42857142857,39740.07142857143
d_1694,38689,1694,2015-09-18,Friday,7,9,2015,,,0,40467.28571428572,39801.71428571428
d_1695,48279,1695,2015-09-19,Saturday,1,9,2015,,,0,40206.71428571428,39915.96428571428
d_1696,49979,1696,2015-09-20,Sunday,2,9,2015,,,0,40012.28571428572,40001.07142857143
d_1697,36145,1697,2015-09-21,Monday,3,9,2015,,,0,39737.142857142855,40038.642857142855
d_1698,33518,1698,2015-09-22,Tuesday,4,9,2015,,,0,39179.0,40118.03571428572
d_1699,33497,1699,2015-09-23,Wednesday,5,9,2015,,,0,39157.857142857145,40172.67857142857
d_1700,32967,1700,2015-09-24,Thursday,6,9,2015,EidAlAdha,Religious,0,39010.57142857143,40204.5
d_1701,38680,1701,2015-09-25,Friday,7,9,2015,,,0,39009.28571428572,40291.25
d_1702,46636,1702,2015-09-26,Saturday,1,9,2015,,,0,38774.57142857143,40341.25
d_1703,47613,1703,2015-09-27,Sunday,2,9,2015,,,0,38436.57142857143,40308.96428571428
d_1704,34262,1704,2015-09-28,Monday,3,9,2015,,,0,38167.57142857143,40251.0
d_1705,30615,1705,2015-09-29,Tuesday,4,9,2015,,,0,37752.857142857145,39988.857142857145
d_1706,31270,1706,2015-09-30,Wednesday,5,9,2015,,,0,37434.71428571428,39798.857142857145
d_1707,37677,1707,2015-10-01,Thursday,6,10,2015,,,2,38107.57142857143,39729.5
d_1708,44376,1708,2015-10-02,Friday,7,10,2015,,,2,38921.28571428572,39911.857142857145
d_1709,54687,1709,2015-10-03,Saturday,1,10,2015,,,3,40071.42857142857,40169.0
d_1710,52895,1710,2015-10-04,Sunday,2,10,2015,,,1,40826.0,40442.107142857145
d_1711,42474,1711,2015-10-05,Monday,3,10,2015,,,3,41999.142857142855,40324.67857142857
d_1712,38855,1712,2015-10-06,Tuesday,4,10,2015,,,3,43176.28571428572,40420.607142857145
d_1713,35887,1713,2015-10-07,Wednesday,5,10,2015,,,2,43835.857142857145,40341.5
d_1714,37819,1714,2015-10-08,Thursday,6,10,2015,,,2,43856.142857142855,40417.42857142857
d_1715,43595,1715,2015-10-09,Friday,7,10,2015,,,3,43744.57142857143,40535.607142857145
d_1716,48787,1716,2015-10-10,Saturday,1,10,2015,,,1,42901.71428571428,40488.607142857145
d_1717,49704,1717,2015-10-11,Sunday,2,10,2015,,,2,42445.857142857145,40430.17857142857
